Unnamed: 0,RequestID,StartDate,EndDate,AgencyName,CategoryDescription,SelectionMethodDescription,ContractAmount
7645,20040708027,07/15/2004,07/15/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,355123.0
7647,20030819003,08/26/2003,08/26/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,150000.0
7648,20030610016,06/17/2003,06/17/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,55000.0
7649,20050113007,01/21/2005,01/21/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,52945.16
7650,20040107019,01/14/2004,01/14/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,2530395.0
7651,20050616008,06/23/2005,06/23/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,26810257.8
7652,20061208002,12/15/2006,12/15/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,93426.3
7653,20080630016,07/08/2008,07/08/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,270000.0
7654,20031231027,01/08/2004,01/08/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,382692.12
7655,20050411007,04/18/2005,04/18/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,185850.0
7656,20040609023,06/16/2004,06/16/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,600000.0
7658,20090623013,06/30/2009,06/30/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,363776.0
7659,20030319009,03/26/2003,03/26/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,475000.0
7661,20040323004,03/30/2004,03/30/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,29467.5
7663,20050405017,04/12/2005,04/12/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,432790.6
7664,20060731003,08/07/2006,08/07/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,337812.19
7665,20060504017,05/11/2006,05/11/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,186067.44
7666,20040114001,01/22/2004,01/22/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,250364.0
7667,20060914030,09/21/2006,09/21/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,4010068.27
7668,20061228017,01/05/2007,01/05/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,10006704.0
7671,20070907005,09/14/2007,09/14/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,9966262.0
7672,20041027004,11/04/2004,11/04/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,42900.0
7673,20030930020,10/07/2003,10/07/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,400000.0
7676,20060725008,08/01/2006,08/01/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,223481.65
7678,20031112006,11/19/2003,11/19/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,162693.0
7679,20080221005,02/28/2008,02/28/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,14745.0
7680,20060616023,06/23/2006,06/23/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,52372375.0
7681,20060620004,06/27/2006,06/27/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,576000.0
7682,20030910007,09/17/2003,09/17/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,103164.1
7683,20031209006,12/16/2003,12/16/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,25000.0
7684,20190503023,05/10/2019,05/10/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,165120.0
7685,20141028039,11/06/2014,11/06/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,306936.0
7686,20050218002,02/28/2005,02/28/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,153584.52
7687,20050121008,01/28/2005,01/28/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,71245.2
7688,20060112042,01/20/2006,01/20/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,26359.4
7689,20060427010,05/04/2006,05/04/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,104722.0
7690,20070607025,06/14/2007,06/14/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,13242666.0
7691,20040615011,06/22/2004,06/22/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,32732.0
7692,20070514005,05/21/2007,05/21/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,1566000.0
7693,20110620004,06/27/2011,06/27/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,929200.0
7695,20080118005,01/28/2008,01/28/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,5271287.35
7696,20030507002,05/14/2003,05/14/2003,Citywide Administrative Services,Goods,Emergency Purchase,156752.88
7697,20030207007,02/14/2003,02/14/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,47250.0
7699,20060616010,06/23/2006,06/23/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,409231.41
7700,20061208009,12/15/2006,12/15/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,82577.7
7701,20030711013,07/18/2003,07/18/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,192290.0
7704,20040519005,05/26/2004,05/26/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,203512.72
7706,20041203003,12/10/2004,12/10/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,103948.0
7708,20030930023,10/07/2003,10/07/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,59547.32
7709,20041215013,12/22/2004,12/22/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,26720.0
7710,20190606029,06/14/2019,06/14/2019,Transportation,Goods,Innovative Procurement,150000.0
7711,20060619013,06/26/2006,06/26/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,186138.95
7712,20040219001,02/26/2004,02/26/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,256618.83
7713,20150611021,06/19/2015,06/19/2015,Citywide Administrative Services,Goods,Other,2593163.0
7714,20041015002,10/22/2004,10/22/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,51552.0
7715,20060912012,09/19/2006,09/19/2006,Citywide Administrative Services,Goods,Emergency Purchase,38081.26
7717,20060322003,03/29/2006,03/29/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,55500.0
7718,20040825019,09/01/2004,09/01/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,2495000.0
7719,20120508015,05/15/2012,05/15/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,345000.0
7720,20060619003,06/26/2006,06/26/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,199892.92
7721,20040602016,06/09/2004,06/09/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,335000.0
7722,20041117031,11/24/2004,11/24/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,34102.0
7723,20180530014,06/06/2018,06/06/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,3236070.0
7724,20141118020,11/26/2014,11/26/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,803712.0
7725,20070604010,06/11/2007,06/11/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,1087800.0
7726,20061220005,12/28/2006,12/28/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,159106.83
7729,20040105013,01/12/2004,01/12/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,59430.0
7730,20030113004,01/21/2003,01/21/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,37830.0
7731,20070405007,04/12/2007,04/12/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,128891.74
7732,20040811012,08/18/2004,08/18/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,38870.0
7733,20061211057,12/18/2006,12/18/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,25740.0
7735,20060223005,03/02/2006,03/02/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,374400.0
7737,20030722005,07/29/2003,07/29/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,175200.0
7738,20120614015,06/21/2012,06/21/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,18377.07
7739,20070118019,01/25/2007,01/25/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,720000.0
7741,20041116006,11/23/2004,11/23/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,34125.0
7742,20051019008,10/26/2005,10/26/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,383101.68
7744,20070618025,06/25/2007,06/25/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,95000.0
7745,20030709003,07/16/2003,07/16/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,58400.0
7748,20040520010,05/27/2004,05/27/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,990831.53
7749,20040820006,08/27/2004,08/27/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,100000.0
7750,20031029028,11/06/2003,11/06/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,192961.62
7751,20030703016,07/11/2003,07/11/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,85234.05
7753,20060501008,05/08/2006,05/08/2006,Citywide Administrative Services,Goods,Sole Source,1500000.0
7755,20030813002,08/20/2003,08/20/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,41484.0
7757,20050218005,02/28/2005,02/28/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,72952.1
7759,20050429009,05/06/2005,05/06/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,498038.02
7760,20100111008,01/19/2010,01/19/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,52530.0
7761,20040127002,02/03/2004,02/03/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,249407.0
7762,20061218013,12/26/2006,12/26/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,475830.05
7764,20051028012,11/04/2005,11/04/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,408440.0
7765,20040608016,06/15/2004,06/15/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,780937.98
7767,20030916031,09/23/2003,09/23/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,60109.11
7769,20080318019,03/25/2008,03/25/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,417500.0
7770,20040625005,07/02/2004,07/02/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,28600.0
7771,20161216008,12/23/2016,12/23/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,2218775.0
7772,20030409006,04/16/2003,04/16/2003,Citywide Administrative Services,Goods,Negotiated Acquisition,430000.0
7773,20140421006,04/28/2014,04/28/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,933790.0
7774,20070425006,05/01/2007,05/01/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,389484.8
7776,20200602042,06/15/2020,06/15/2020,Citywide Administrative Services,Goods,Emergency Purchase,9868000.0
7777,20060619007,06/26/2006,06/26/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,962107.95
7779,20050218003,02/28/2005,02/28/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,125853.05
7780,20090612009,06/19/2009,06/19/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,5757000.0
7781,20031124021,12/02/2003,12/02/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,284533.11
7783,20030620011,06/27/2003,06/27/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,79918.5
7784,20161223015,01/03/2017,01/03/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,3342849.2
7785,20070404009,04/11/2007,04/11/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,563333.0
7787,20030319001,03/26/2003,03/26/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,40334.8
7790,20051215001,12/22/2005,12/22/2005,Citywide Administrative Services,Goods,Emergency Purchase,243159.0
7791,20030624014,07/01/2003,07/01/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,40000.0
7792,20050517020,05/24/2005,05/24/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,675188.0
7794,20051006006,10/14/2005,10/14/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,137493.75
7796,20051229018,01/06/2006,01/06/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,400000.0
7799,20030812006,08/19/2003,08/19/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,1312770.83
7801,20060407024,04/14/2006,04/14/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,148577.0
7803,20051208002,12/15/2005,12/15/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,195945.05
7805,20060315003,03/22/2006,03/22/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,147455.0
7806,20060207031,02/14/2006,02/14/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,336686.08
7808,20031219026,12/29/2003,12/29/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,191440.45
7809,20070315001,03/22/2007,03/22/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,98520.0
7810,20110705016,07/12/2011,07/12/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,439780.0
7811,20030310003,03/17/2003,03/17/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,1855000.0
7812,20050615005,06/22/2005,06/22/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,535023.87
7813,20060831010,09/08/2006,09/08/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,1797609.6
7814,20081216007,12/23/2008,12/23/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,681720.8
7815,20030924004,10/01/2003,10/01/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,135158.4
7816,20070319031,03/26/2007,03/26/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,148225.0
7817,20060807003,08/14/2006,08/14/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,165920.0
7820,20041203011,12/10/2004,12/10/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,2087748.0
7822,20060727010,08/03/2006,08/03/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,123803.64
7823,20031001047,10/03/2003,10/13/2003,Education,Goods,Competitive Sealed Bids,1356158.05
7824,20041028014,11/05/2004,11/05/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,299286.0
7826,20060727011,08/03/2006,08/03/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,8054850.0
7830,20060307006,03/14/2006,03/14/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,553000.0
7833,20160929006,10/06/2016,10/06/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,898700.0
7834,20060721015,07/28/2006,07/28/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,487377.82
7835,20031217003,12/24/2003,12/24/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,139177.13
7836,20061228010,01/05/2007,01/05/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,24578886.75
7839,20100617012,06/24/2010,06/24/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,162788.29
7840,20170519025,05/26/2017,05/26/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,475030.0
7841,20070802003,08/09/2007,08/09/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,17335.45
